,Accepted,Affiliations,Authors,Category,Countries,Issue,Keywords,Ncitations,Published,Received,Title,Volume
24,2013-11-17,China University of Petroleum (East China); University of Sydney; University of Sydney; China University of Petroleum (East China),Yongliang Bai; Simon E. Williams; R. Dietmar Müller; Zhan Liu; Maral Hosseinpour,Gravity Exploration Methods,China; Australia; Australia; China,2,crustal thickness; gravity inversion; sediment density; thermal expansion; pressure-driven compression; South China Sea,7,2014-03-06,2013-07-17,Mapping crustal thickness using marine gravity data: Methods and uncertainties,79
25,2013-11-26,China University of Geosciences; Colorado School of Mines; Colorado School of Mines,Shu-Ling Li; Yaoguo Li,Magnetic Exploration Methods,China; USA; USA,2,magnetics; amplitude; inversion; magnetization; mining,8,2014-02-17,2013-03-23,Inversion of magnetic anomaly on rugged observation surface in the presence of strong remanent magnetization,79
26,2013-11-17,China University of Geosciences,Changli Yao; Chen Zhang; Yuanman Zheng; Yongmao Xie,Magnetic Exploration Methods,China,2,potential-field data; grid parameters; spectral analysis; statistics of projected data; correlative analysis,0,2014-02-17,2013-03-12,A method to determine optimal grid parameters based on characteristic analysis of discrete data distribution,79
27,2013-11-06,"Formerly Massachusetts Institute of Technology; Pinnacle, A Halliburton Service; Massachusetts Institute of Technology",Fuxian Song; Norm R. Warpinski; M. Nafi Toksöz,Passive Seismic Methods,USA; USA; USA,2,microseismic; shale gas; fractures; inversion; reservoir characterization,11,2014-02-26,2013-03-06,Full-waveform based microseismic source mechanism studies in the Barnett Shale: Linking microseismicity to reservoir geomechanics,79
28,2013-10-05,ETH Zurich; Ruhr-University Bochum; ETH Zurich; University of Lausanne,Maria Kuteynikova; Nicola Tisato; Ralf Jänicke; Beatriz Quintal,Poroelasticity,Switzerland; Germany; Switzerland; Switzerland,2,wave-induced fluid flow; partial saturation; seismic attenuation; poroelasticity; matrix anelasticity,10,2014-02-10,2013-01-18,Numerical modeling and laboratory measurements of seismic attenuation in partially saturated rock,79
29,2013-10-28,Norwegian University of Science and Technology (NTNU),Daniel Barker; Martin Landrø,Seismic Data Acquisition,Norway,2,air gun; modeling,3,2013-12-18,2013-04-05,An alternative method for modeling close-range interactions between air guns,79
30,2013-11-06,The University of Texas at Dallas,Kun Xu; George A. McMechan,Seismic Inversion,USA,2,inversion; imaging; Fourier transform,22,2014-02-17,2013-03-31,2D frequency-domain elastic full-waveform inversion using time-domain modeling and a multistep-length gradient approach,79
31,2013-12-03,King Abdullah University of Science and Technology,Tariq Alkhalifah; Yunseok Choi,Seismic Inversion,Saudi Arabia,2,inversion; tomography; velocity analysis,6,2014-02-17,2013-08-01,From tomography to full-waveform inversion with a single objective function,79
32,2013-10-30,WesternGeco,Denes Vigh; Kun Jiao; Dave Watts; Dong Sun,Seismic Inversion,USA,2,multicomponent; wave propagation; ocean-bottom cable (OBC); Reverse time migration; bulk modulus,53,2014-02-26,2013-02-15,Elastic full-waveform inversion application using multicomponent measurements of seismic data collection,79
33,2013-11-22,Massachusetts Institute of Technology; TOTAL Exploration &amp; Production,Hyoungsu Baek; Henri Calandra; Laurent Demanet,Seismic Inversion,USA; France,2,acoustic; optimization; tomography; velocity analysis,21,2014-02-26,2013-04-11,Velocity estimation via registration-guided least-squares inversion,79
34,2013-11-06,Chinese Academy of Sciences,Jianfeng Zhang; Jiangjie Zhang,Seismic Migration,China,2,diffraction; imaging; migration; prestack; resolution,9,2014-02-17,2013-01-15,Diffraction imaging using shot and opening-angle gathers: A prestack time migration approach,79
35,2013-11-06,Colorado School of Mines,Francesco Perrone; Paul Sava; Clara Andreoletti; Nicola Bienati,Seismic Migration,USA; Italy,2,velocity analysis; tomography; migration; imaging; inversion,3,2014-02-10,2012-12-17,Linearized wave-equation migration velocity analysis by image warping,79
36,2013-11-26,Delft University of Technology; Delft University of Technology; Shell Global Solutions International BV; Delft University of Technology; Centrum Wiskunde &amp; Informatica,H. Knibbe; W. A. Mulder; C. W. Oosterlee; C. Vuik,Seismic Migration,The Netherlands; The Netherlands; The Netherlands; The Netherlands; The Netherlands,2,3D; acoustic; finite difference; imaging; Reverse time migration,7,2014-02-17,2013-06-09,Closing the performance gap between an iterative frequency-domain solver and an explicit time-domain scheme for 3D migration on parallel architectures,79
37,2014-01-03,Delft University of Technology; Colorado School of Mines; Swiss Federal Institute of Technology,Evert Slob; Kees Wapenaar; Filippo Broggini; Roel Snieder,Seismic Migration,The Netherlands; USA; Switzerland,2,imaging; Reverse time migration; velocity analysis,52,2014-03-12,2013-03-08,Seismic reflector imaging using internal multiples with Marchenko-type equations,79
38,2013-11-17,Chinese Academy of Sciences,Jing-Bo Chen,Seismic Modeling and Wave Propagation,China,2,inversion; modeling; finite difference; optimization,6,2014-02-10,2013-06-23,Dispersion analysis of an average-derivative optimal scheme for Laplace-domain scalar wave equation,79
39,2013-11-30,China University of Petroleum,Xiao-Ming Tang; Jing-ji Cao; Zhou-tuo Wei,Seismic Modeling and Wave Propagation,China,2,shear wave (S-wave); borehole geophysics; reciprocity; radiation; reflection,17,2014-02-17,2013-03-07,"Shear-wave radiation, reception, and reciprocity of a borehole dipole source: With application to modeling of shear-wave reflection survey",79
40,2013-11-17,King Abdullah University of Science and Technology,Zedong Wu; Tariq Alkhalifah,Seismic Modeling and Wave Propagation,Saudi Arabia,2,Reverse time migration; wave propagation; anisotropy; dispersion; Fourier transform,21,2014-02-26,2013-05-09,The optimized expansion based low-rank method for wavefield extrapolation,79
41,2013-11-25,Texas A&amp;M University; Chinese University of Hong Kong; Texas A&amp;M University,Richard L. GibsonJr.; Kai Gao; Eric Chung; Yalchin Efendiev,Seismic Modeling and Wave Propagation,USA; China; USA,2,modeling; finite element; finite difference; acoustic; wave propagation,11,2014-02-26,2012-06-20,Multiscale modeling of acoustic wave propagation in 2D media,79
42,2013-11-22,Norwegian University of Science and Technology; Aix-Marseille University; Institute of Petroleum Geology and Geophysics,Anastasiya Tantsereva; Bjørn Ursin; Nathalie Favretto-Cristini; Paul Cristini; Arkady M. Aizenberg,Seismic Modeling and Wave Propagation,Norway; France; Russia,2,3D; acoustic; diffraction; modeling; wave propagation,2,2014-02-26,2013-01-29,Numerical modeling of 3D zero-offset laboratory data by a discretized Kirchhoff integral method,79
43,2013-11-17,Chinese Academy of Sciences; University of Chinese Academy of Sciences; Chinese Academy of Sciences,Youshan Liu; Jiwen Teng; Haiqiang Lan; Xiang Si; Xueying Ma,Seismic Modeling and Wave Propagation,China; China; China,2,finite element method; spectral element method; PML absorbing boundary condition; Koornwinder-Dubiner polynomial; fekete points,8,2014-03-06,2013-01-16,A comparative study of finite element and spectral element methods in seismic wavefield modeling,79
44,2013-10-30,China University of Petroleum,Yaru Xue; Jitao Ma; Xiaohong Chen,Signal Processing,China,2,Radon transform; amplitude variation with offset (AVO); interpolation,11,2014-01-10,2013-01-04,High-order sparse Radon transform for AVO-preserving data reconstruction,79
45,2013-11-14,Tsinghua University,Wenkai Lu; Zhang Yingqiang; Zhen Boran,Signal Processing,China,2,diffracted seismic noise; source localization; clustering; apex recognition,1,2014-02-10,2013-07-15,Automatic source localization of diffracted seismic noise in shallow water,79
46,2013-11-28,Colorado School of Mines; University of Vienna; Colorado School of Mines,Michael Behm; Bharath Shekar,Signal Processing,USA; Austria; USA,2,deconvolution; reflectivity; crustal structure; earthquake; passive seismic,3,2014-02-17,2013-05-01,Blind deconvolution of multichannel recordings by linearized inversion in the spectral domain,79
